Reference ID,Category,Name,Tiers - Level 1 (from Child ERS(s)),Local Controls (Linked),Framework (from Local Controls (Linked)),Sort Order
ER-69,Configuration,[Configuration] All Privileged Users to VPN (if applicable),Security,"REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18","SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022)",67
ER-70,Configuration,[Configuration] All Privileged Users to Application In-Scope,Security,"REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18","SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022)",68
ER-71,Configuration,[Configuration] All OS Privileged Users to Servers/DBs,Security,"REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18","SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022)",69
ER-72,Configuration,[Configuration] All Privileged Users with Datastore Access,Security,"REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.20,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.20,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.20,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.20,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.20,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.20,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18","SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022)",70
ER-73,Configuration,[Configuration] Privileged Access to the Cloud Console,Security,"REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.05.23,A.08.02,A.08.03,A.08.05a,A.08.20,A.08.21,A.08.22,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.05.23,A.08.02,A.08.03,A.08.05a,A.08.20,A.08.21,A.08.22,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.05.23,A.08.02,A.08.03,A.08.05a,A.08.20,A.08.21,A.08.22,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.05.23,A.08.02,A.08.03,A.08.05a,A.08.20,A.08.21,A.08.22,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18","SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022)",71
ER-83,Configuration,[Configuration] Network Diagram and Segmentation,"Security,PCI DSS v4.0 - ROC - Merchant","REQ-36,0805.01m1Organizational.12,A.08.20,A.08.21,A.08.22,REQ-36-SOC1,REQ-36-HIPAA,0504.09m1Organizational.13,1.2.3,1.2.4,6.5.2,REQ-36,0805.01m1Organizational.12,A.08.20,A.08.21,A.08.22,REQ-36-SOC1,REQ-36-HIPAA,0504.09m1Organizational.13,1.2.3,1.2.4,6.5.2,REQ-36,0805.01m1Organizational.12,A.08.20,A.08.21,A.08.22,REQ-36-SOC1,REQ-36-HIPAA,1.2.3,1.2.4,REQ-36,0805.01m1Organizational.12,A.08.20,A.08.21,A.08.22,REQ-36-SOC1,REQ-36-HIPAA,1.2.3,1.2.4,0504.09m1Organizational.13,1.2.3,1.2.4,0504.09m1Organizational.13,1.2.3,1.2.4,1.2.4,1.2.4,1.2.4,1.2.4,6.5.2","SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,HITRUST,PCI DSS v4.0,PCI DSS v4.0,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",80
ER-84,Sample,[Sample] Employee Termination Ticket,"Security,PCI DSS v4.0 - ROC - Merchant","REQ-31,A.05.15,A.05.18a,A.08.03,A.06.05,A.06.06,11143.02i1Organizational.3,REQ-31-SOC1,A.08.05a,REQ-31-HIPAA,A.05.16,8.2.4,8.2.5,REQ-31,A.05.15,A.05.18a,A.08.03,A.06.05,A.06.06,11143.02i1Organizational.3,REQ-31-SOC1,A.08.05a,REQ-31-HIPAA,A.05.16,8.2.4,8.2.5,REQ-31,A.05.15,A.05.18a,A.08.03,A.06.05,A.06.06,REQ-31-SOC1,A.08.05a,REQ-31-HIPAA,A.05.16,8.2.4,8.2.5,REQ-31,A.05.15,A.05.18a,A.08.03,A.06.05,A.06.06,REQ-31-SOC1,A.08.05a,REQ-31-HIPAA,A.05.16,8.2.4,8.2.5,REQ-31,A.05.15,A.05.18a,A.08.03,A.06.05,A.06.06,REQ-31-SOC1,A.08.05a,REQ-31-HIPAA,A.05.16,8.2.4,8.2.5,REQ-31,A.05.15,A.05.18a,A.08.03,A.06.05,A.06.06,REQ-31-SOC1,A.08.05a,REQ-31-HIPAA,A.05.16,8.2.4,8.2.5,11143.02i1Organizational.3","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),HITRUST,SOC 1,ISO 27001/2 (2022),HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),HITRUST,SOC 1,ISO 27001/2 (2022),HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,HITRUST",81
ER-86,Policy,[Policy] Access Control,"Security,PCI DSS v4.0 - SAQ-A,PCI DSS v4.0 - ROC - Merchant","REQ-29,A.05.18a,A.05.35,A.05.36,A.08.34,REQ-29-SOC1,REQ-29-HIPAA,REQ-24,REQ-30,REQ-31,A.05.15,REQ-24-SOC1,REQ-24-HIPAA,REQ-30-HIPAA,REQ-30-SOC1,REQ-31-HIPAA,REQ-31-SOC1,A.05.16,8.2.1,8.2.2,11.01e1System.2,7.2.1,7.2.2,7.2.3,7.2.4,7.3.1,7.3.2,7.3.3,8.2.4,8.2.5,8.2.6,REQ-29,11.01e1System.2,A.05.18a,A.05.35,A.05.36,A.08.34,REQ-29-SOC1,REQ-29-HIPAA,8.2.2,7.2.1,7.2.2,7.2.3,7.2.4,7.3.1,7.3.2,7.3.3,8.2.6,REQ-29,11.01e1System.2,A.05.18a,A.05.35,A.05.36,A.08.34,REQ-29-SOC1,REQ-29-HIPAA,7.2.1,7.2.2,7.2.3,7.3.1,7.3.2,7.3.3,8.2.2,7.2.4,8.2.6","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,HIPAA Security,SOC 1,HIPAA Security,SOC 1,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",83
ER-87,Sample,[Sample] Access Review Documentation,"Security,PCI DSS v4.0 - ROC - Merchant","REQ-29,11.01e1System.2,A.05.18a,A.05.35,A.05.36,A.08.34,REQ-29-SOC1,REQ-29-HIPAA,7.2.4,8.2.6,REQ-29,11.01e1System.2,A.05.18a,A.05.35,A.05.36,A.08.34,REQ-29-SOC1,REQ-29-HIPAA,7.2.4,REQ-29,11.01e1System.2,A.05.18a,A.05.35,A.05.36,A.08.34,REQ-29-SOC1,REQ-29-HIPAA,7.2.4,REQ-29,11.01e1System.2,A.05.18a,A.05.35,A.05.36,A.08.34,REQ-29-SOC1,REQ-29-HIPAA,7.2.4,REQ-29,11.01e1System.2,A.05.18a,A.05.35,A.05.36,A.08.34,REQ-29-SOC1,REQ-29-HIPAA,7.2.4,REQ-29,11.01e1System.2,A.05.18a,A.05.35,A.05.36,A.08.34,REQ-29-SOC1,REQ-29-HIPAA,7.2.4","SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0",84
ER-88,Configuration,[Configuration] Evidence of Multi-Factor Authentication,Security,"REQ-27,11.01q1System.3,A.05.17,A.08.05a,11.01q1System.4,REQ-27-SOC1,REQ-27-HIPAA,REQ-27,11.01q1System.3,A.05.17,A.08.05a,11.01q1System.4,REQ-27-SOC1,REQ-27-HIPAA,REQ-27,11.01q1System.3,A.05.17,A.08.05a,REQ-27-SOC1,REQ-27-HIPAA,REQ-27,11.01q1System.3,A.05.17,A.08.05a,REQ-27-SOC1,REQ-27-HIPAA,11.01q1System.4,11.01q1System.4","SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),HITRUST,SOC 1,HIPAA Security,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),HITRUST,SOC 1,HIPAA Security,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,HITRUST,HITRUST",85
ER-89,Sample,[Sample] New Hire Access Request Form,"Security,PCI DSS v4.0 - ROC - Merchant","REQ-30,1143.01c1System.123,A.05.15,A.05.18a,A.08.03,A.08.05a,REQ-30-SOC1,REQ-30-HIPAA,A.05.16,8.2.4,REQ-30,1143.01c1System.123,A.05.15,A.05.18a,A.08.03,A.08.05a,REQ-30-SOC1,REQ-30-HIPAA,A.05.16,8.2.4,REQ-30,1143.01c1System.123,A.05.15,A.05.18a,A.08.03,A.08.05a,REQ-30-SOC1,REQ-30-HIPAA,A.05.16,8.2.4,REQ-30,1143.01c1System.123,A.05.15,A.05.18a,A.08.03,A.08.05a,REQ-30-SOC1,REQ-30-HIPAA,A.05.16,8.2.4,REQ-30,1143.01c1System.123,A.05.15,A.05.18a,A.08.03,A.08.05a,REQ-30-SOC1,REQ-30-HIPAA,A.05.16,8.2.4,REQ-30,1143.01c1System.123,A.05.15,A.05.18a,A.08.03,A.08.05a,REQ-30-SOC1,REQ-30-HIPAA,A.05.16,8.2.4,REQ-30,1143.01c1System.123,A.05.15,A.05.18a,A.08.03,A.08.05a,REQ-30-SOC1,REQ-30-HIPAA,A.05.16,8.2.4,REQ-30,1143.01c1System.123,A.05.15,A.05.18a,A.08.03,A.08.05a,REQ-30-SOC1,REQ-30-HIPAA,A.05.16,8.2.4","SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0",86
